,Unnamed: 0,valid_from,changeset_id,tags_before,changeset_tags,geometry,comments
13376,13304,2013-09-01 04:14:56+00:00,17612894,"{'name': 'Dansal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13377,13305,2013-09-01 04:14:56+00:00,17612894,"{'name': 'Danue da Danna', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13378,13306,2013-09-01 04:15:13+00:00,17612894,"{'name': 'Daskal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13379,13307,2013-09-01 04:15:24+00:00,17612894,"{'name': 'Dhaggar', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13380,13308,2013-09-01 04:15:24+00:00,17612894,"{'name': 'Dhakhar', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13356,13284,2013-09-01 04:12:45+00:00,17612894,"{'name': 'Bondwal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13382,13310,2013-09-01 04:15:27+00:00,17612894,"{'name': 'Dhar Gathun Bauji', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13383,13311,2013-09-01 04:15:35+00:00,17612894,"{'name': 'Dhas', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13384,13312,2013-09-01 04:15:35+00:00,17612894,"{'name': 'Dheri Ralyot', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13385,13313,2013-09-01 04:15:35+00:00,17612894,"{'name': 'Dhinde Kalan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16515,16443,2013-09-01 04:15:40+00:00,17612894,"{'name': 'Dinga', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16514,16442,2013-09-01 04:15:37+00:00,17612894,"{'name': 'Dhokrian Kazi', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16513,16441,2013-09-01 04:15:36+00:00,17612894,"{'name': 'Dhinde Minor', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16512,16440,2013-09-01 04:15:33+00:00,17612894,"{'name': 'Dhareri', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16511,16439,2013-09-01 04:15:31+00:00,17612894,"{'name': 'Dhara', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16510,16438,2013-09-01 04:15:26+00:00,17612894,"{'name': 'Dhangar', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13361,13289,2013-09-01 04:13:18+00:00,17612894,"{'name': 'Chak Mangu', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
12410,12338,2013-09-01 04:25:16+00:00,17612894,"{'name': 'Phatwal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16530,16458,2013-09-01 04:18:06+00:00,17612894,"{'name': 'Jaguan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16529,16457,2013-09-01 04:18:05+00:00,17612894,"{'name': 'Jagtambe', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16528,16456,2013-09-01 04:17:53+00:00,17612894,"{'name': 'Hoshiaru de Kothe', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16527,16455,2013-09-01 04:17:21+00:00,17612894,"{'name': 'Gura', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16526,16454,2013-09-01 04:17:20+00:00,17612894,"{'name': 'Gura Shiviliyan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16525,16453,2013-09-01 04:17:17+00:00,17612894,"{'name': 'Gura Gurarar', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16524,16452,2013-09-01 04:17:00+00:00,17612894,"{'name': 'Gujjar Maira', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16523,16451,2013-09-01 04:16:48+00:00,17612894,"{'name': 'Goal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16522,16450,2013-09-01 04:16:43+00:00,17612894,"{'name': 'Gho Brahmanan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
12407,12335,2013-09-01 04:24:53+00:00,17612894,"{'name': 'Parsoti', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
12408,12336,2013-09-01 04:24:56+00:00,17612894,"{'name': 'Path', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
12409,12337,2013-09-01 04:25:15+00:00,17612894,"{'name': 'Phandila', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16531,16459,2013-09-01 04:18:17+00:00,17612894,"{'name': 'Jasaur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
12411,12339,2013-09-01 04:25:37+00:00,17612894,"{'name': 'Radhani', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
12412,12340,2013-09-01 04:25:37+00:00,17612894,"{'name': 'Raeput Kamna', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
12413,12341,2013-09-01 04:25:37+00:00,17612894,"{'name': 'Rah', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
12414,12342,2013-09-01 04:25:45+00:00,17612894,"{'name': 'Rajwal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16521,16449,2013-09-01 04:16:41+00:00,17612894,"{'name': 'Ghazia', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16520,16448,2013-09-01 04:16:15+00:00,17612894,"{'name': 'Ganal Khalka', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16519,16447,2013-09-01 04:16:13+00:00,17612894,"{'name': 'Galuthi', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16518,16446,2013-09-01 04:16:12+00:00,17612894,"{'name': 'Gajral', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16517,16445,2013-09-01 04:15:52+00:00,17612894,"{'name': 'Dugi', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16548,16476,2013-09-01 04:19:49+00:00,17612894,"{'name': 'Khandra', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16547,16475,2013-09-01 04:19:48+00:00,17612894,"{'name': 'Khandek', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16546,16474,2013-09-01 04:19:40+00:00,17612894,"{'name': 'Khairi', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13337,13265,2013-09-01 04:10:37+00:00,17612894,"{'name': 'Amb', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13357,13285,2013-09-01 04:12:54+00:00,17612894,"{'name': 'Burj Chhanni', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13358,13286,2013-09-01 04:13:14+00:00,17612894,"{'name': 'Chak Jalo', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13359,13287,2013-09-01 04:13:16+00:00,17612894,"{'name': 'Chak Largan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13360,13288,2013-09-01 04:13:16+00:00,17612894,"{'name': 'Chak Majra', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18166,1272,2013-09-01 04:12:16+00:00,17612894,"{'name': 'Baziran', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18165,1271,2013-09-01 04:12:16+00:00,17612894,"{'name': 'Bawan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18164,1270,2013-09-01 04:11:52+00:00,17612894,"{'name': 'Barnabug', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18163,1269,2013-09-01 04:11:31+00:00,17612894,"{'name': 'Banagam', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18162,1268,2013-09-01 04:11:30+00:00,17612894,"{'name': 'Ban', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13334,13262,2013-09-01 04:10:26+00:00,17612894,"{'name': 'Abtare Chak', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13335,13263,2013-09-01 04:10:33+00:00,17612894,"{'name': 'Akhli', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13336,13264,2013-09-01 04:10:36+00:00,17612894,"{'name': 'Aliabad Sarai', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18178,1284,2013-09-01 04:14:20+00:00,17612894,"{'name': 'Chingta Diar', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13338,13266,2013-09-01 04:10:50+00:00,17612894,"{'name': 'Asan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13339,13267,2013-09-01 04:10:57+00:00,17612894,"{'name': 'Baauni', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13340,13268,2013-09-01 04:10:58+00:00,17612894,"{'name': 'Babral', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13341,13269,2013-09-01 04:11:12+00:00,17612894,"{'name': 'Bagot', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13342,13270,2013-09-01 04:11:13+00:00,17612894,"{'name': 'Bahiwala', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13343,13271,2013-09-01 04:11:18+00:00,17612894,"{'name': 'Bajalta', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
13344,13272,2013-09-01 04:11:21+00:00,17612894,"{'name': 'Bakor', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18161,1267,2013-09-01 04:11:10+00:00,17612894,"{'name': 'Bagh-i-Enayatullah', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18160,1266,2013-09-01 04:10:59+00:00,17612894,"{'name': 'Badamibagh', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18159,1265,2013-09-01 04:10:53+00:00,17612894,"{'name': 'Awantipur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
16532,16460,2013-09-01 04:18:19+00:00,17612894,"{'name': 'Jatot', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18210,1316,2013-09-01 04:21:26+00:00,17612894,"{'name': 'Lundi', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18221,1327,2013-09-01 04:24:02+00:00,17612894,"{'name': 'Nildogar', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18220,1326,2013-09-01 04:24:02+00:00,17612894,"{'name': 'Nilah', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18187,1293,2013-09-01 04:15:55+00:00,17612894,"{'name': 'Dundurlungpa', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18186,1292,2013-09-01 04:15:47+00:00,17612894,"{'name': 'Drangso', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18185,1291,2013-09-01 04:15:43+00:00,17612894,"{'name': 'Dogi', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18184,1290,2013-09-01 04:15:16+00:00,17612894,"{'name': 'Degwar Tetuan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18183,1289,2013-09-01 04:15:16+00:00,17612894,"{'name': 'Dedamaribagh', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18214,1320,2013-09-01 04:22:53+00:00,17612894,"{'name': 'Muhri', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18213,1319,2013-09-01 04:22:08+00:00,17612894,"{'name': 'Mandi', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18212,1318,2013-09-01 04:21:32+00:00,17612894,"{'name': 'Magam', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20639,3745,2013-09-01 04:22:52+00:00,17612894,"{'name': 'Moshnar', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18211,1317,2013-09-01 04:21:31+00:00,17612894,"{'name': 'Mad Baihk', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18222,1328,2013-09-01 04:24:08+00:00,17612894,"{'name': 'Nu Chid', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18209,1315,2013-09-01 04:21:11+00:00,17612894,"{'name': 'Lawepur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18208,1314,2013-09-01 04:21:04+00:00,17612894,"{'name': 'Laosa', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18207,1313,2013-09-01 04:20:43+00:00,17612894,"{'name': 'Kulian', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18206,1312,2013-09-01 04:20:43+00:00,17612894,"{'name': 'Kulan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18205,1311,2013-09-01 04:20:38+00:00,17612894,"{'name': 'Kowus', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18204,1310,2013-09-01 04:20:14+00:00,17612894,"{'name': 'Kigam', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18171,1277,2013-09-01 04:12:59+00:00,17612894,"{'name': 'Chahk', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18170,1276,2013-09-01 04:12:58+00:00,17612894,"{'name': 'Butimali', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18169,1275,2013-09-01 04:12:48+00:00,17612894,"{'name': 'Bubarnag', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18168,1274,2013-09-01 04:12:44+00:00,17612894,"{'name': 'Bodmarg', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20640,3746,2013-09-01 04:22:59+00:00,17612894,"{'name': 'Mul Warwan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
18167,1273,2013-09-01 04:12:43+00:00,17612894,"{'name': 'Bobjan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20628,3734,2013-09-01 04:20:04+00:00,17612894,"{'name': 'Khohanu', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20584,3690,2013-09-01 04:11:11+00:00,17612894,"{'name': 'Baghat', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20585,3691,2013-09-01 04:11:23+00:00,17612894,"{'name': 'Balhom Thakanpur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20586,3692,2013-09-01 04:11:29+00:00,17612894,"{'name': 'Bamhom', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20619,3725,2013-09-01 04:17:39+00:00,17612894,"{'name': 'Harayet', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20620,3726,2013-09-01 04:17:43+00:00,17612894,"{'name': 'Haril', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20621,3727,2013-09-01 04:17:46+00:00,17612894,"{'name': 'Hataharan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20622,3728,2013-09-01 04:18:05+00:00,17612894,"{'name': 'Jagarpur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20623,3729,2013-09-01 04:18:07+00:00,17612894,"{'name': 'Jaliyan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20624,3730,2013-09-01 04:19:32+00:00,17612894,"{'name': 'Katri', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20625,3731,2013-09-01 04:19:41+00:00,17612894,"{'name': 'Khalamul', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20626,3732,2013-09-01 04:19:41+00:00,17612894,"{'name': 'Khalatse', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20627,3733,2013-09-01 04:19:52+00:00,17612894,"{'name': 'Kharagund', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20641,3747,2013-09-01 04:23:05+00:00,17612894,"{'name': 'Muqam', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20597,3703,2013-09-01 04:14:28+00:00,17612894,"{'name': 'Chorvan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20598,3704,2013-09-01 04:14:30+00:00,17612894,"{'name': 'Chunkan Baihk', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
20599,3705,2013-09-01 04:14:44+00:00,17612894,"{'name': 'Dal Kotawal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
